ID,probability
TEST_00000,0.0022532651919418964
TEST_00001,0.00501676545349027
TEST_00002,0.2382556122729205
TEST_00003,0.1347721523906563
TEST_00004,0.5317153768361224
TEST_00005,0.16152045240740226
TEST_00006,0.5139202479735121
TEST_00007,0.3757957065672633
TEST_00008,0.36805975518520406
TEST_00009,0.0026527060034376446
TEST_00010,0.07109857705205655
TEST_00011,0.4822034671475085
TEST_00012,0.4025571765197423
TEST_00013,0.47171221451886525
TEST_00014,0.32502820731407167
TEST_00015,0.003569749745032684
TEST_00016,0.4810410148138227
TEST_00017,0.4190144684239556
TEST_00018,0.20414561862620187
TEST_00019,0.5547683136329765
TEST_00020,0.4007882452455112
TEST_00021,0.5128364124013515
TEST_00022,0.6386545021236126
TEST_00023,0.2701888370108292
TEST_00024,0.47092400093452735
TEST_00025,0.0027176812039339184
TEST_00026,0.2251822153245722
TEST_00027,0.49011984153546173
TEST_00028,0.19470102893078417
TEST_00029,0.26701373184294186
TEST_00030,0.49557477170496966
TEST_00031,0.28233351142073343
TEST_00032,0.21207594765322774
TEST_00033,0.21937034785950243
TEST_00034,0.43168764720584474
TEST_00035,0.0013688694528940343
TEST_00036,0.15890252562956267
TEST_00037,0.35060503245339636
TEST_00038,0.2626762971684704
TEST_00039,0.002639819540316908
TEST_00040,0.2558411357100032
TEST_00041,0.2784047405868365
TEST_00042,0.355943734231971
TEST_00043,0.37422079898492205
TEST_00044,0.3606259563900555
TEST_00045,0.5446947853449697
TEST_00046,0.5124826464255875
TEST_00047,0.2609871440855059
TEST_00048,0.18880156250258764
TEST_00049,0.4671024061481713
TEST_00050,0.6673393925832655
TEST_00051,0.3227562614479618
TEST_00052,0.13780373541436589
TEST_00053,0.578646859228164
TEST_00054,0.0017402239344945169
TEST_00055,0.4596521740248756
TEST_00056,0.5044727560493746
TEST_00057,0.2404547113614829
TEST_00058,0.6064866232001166
TEST_00059,0.1710556621993169
TEST_00060,0.009704711641296
TEST_00061,0.19453511966910136
TEST_00062,0.3211712880901816
TEST_00063,0.38571214705183343
TEST_00064,0.2720002485972849
TEST_00065,0.003348596524489979
TEST_00066,0.4124755872314692
TEST_00067,0.2591073258445269
TEST_00068,0.33917397949324385
TEST_00069,0.6143862264479409
TEST_00070,0.41954850780527
TEST_00071,0.485353264550697
TEST_00072,0.27872838653410026
TEST_00073,0.28474637987347473
TEST_00074,0.2326077593069678
TEST_00075,0.3219234137660422
TEST_00076,0.033100425412209
TEST_00077,0.004113613093333938
TEST_00078,0.14071450672663563
TEST_00079,0.25344104083352664
TEST_00080,0.38993193079134225
TEST_00081,0.001788268068182824
TEST_00082,0.307496634363831
TEST_00083,0.24451878346842434
TEST_00084,0.4832823315296484
TEST_00085,0.4233733566724833
TEST_00086,0.002371927523926362
TEST_00087,0.42948840351809425
TEST_00088,0.2959040757189879
TEST_00089,0.46203411832111246
TEST_00090,0.312055517223074
TEST_00091,0.13695057640480388
TEST_00092,0.33295610401283043
TEST_00093,0.5632139687982833
TEST_00094,0.0021509061302989194
TEST_00095,0.0028364499410235616
TEST_00096,0.6363224378249611
TEST_00097,0.1433704496947369
TEST_00098,0.38506648591623854
TEST_00099,0.3639863799202577
TEST_00100,0.17128856418081442
TEST_00101,0.20067798851639404
TEST_00102,0.4351720651086291
TEST_00103,0.41376915942970255
TEST_00104,0.47991833117544397
TEST_00105,0.6120144770092474
TEST_00106,0.28661702372021025
TEST_00107,0.0016930934440741547
TEST_00108,0.3680539046341805
TEST_00109,0.0014420408215120772
TEST_00110,0.4291871332723833
TEST_00111,0.33577290612630467
TEST_00112,0.029242129219961378
TEST_00113,0.46751816384357603
TEST_00114,0.3681254409013764
TEST_00115,0.3832810895082866
TEST_00116,0.011411897003867896
TEST_00117,0.48772870943485486
TEST_00118,0.34298449851867324
TEST_00119,0.17783237406346333
TEST_00120,0.0036952195357446136
TEST_00121,0.0011009889792443588
TEST_00122,0.3297767168463888
TEST_00123,0.5514658638409008
TEST_00124,0.4565319190491709
TEST_00125,0.470245344214721
TEST_00126,0.007934695980660204
TEST_00127,0.0723316775073032
TEST_00128,0.3958488863264755
TEST_00129,0.4744776977373666
TEST_00130,0.277370261473636
TEST_00131,0.5141329474282762
TEST_00132,0.0015225315369418195
TEST_00133,0.43456299695552564
TEST_00134,0.4573918699983561
TEST_00135,0.0016869189076967083
TEST_00136,0.20703380687514145
TEST_00137,0.33488124505938144
TEST_00138,0.112428144382919
TEST_00139,0.2807532431199066
TEST_00140,0.03024493984805979
TEST_00141,0.0018407957299239543
TEST_00142,0.3778175618433083
TEST_00143,0.0037705018329064924
TEST_00144,0.16415923115495293
TEST_00145,0.5577431368392947
TEST_00146,0.5036022535041133
TEST_00147,0.3390308508284935
TEST_00148,0.33106590102715155
TEST_00149,0.4634943725005847
TEST_00150,0.001601760208751444
TEST_00151,0.0012993425055311328
TEST_00152,0.5318581751824057
TEST_00153,0.4429936554792635
TEST_00154,0.039339926067098886
TEST_00155,0.310215179608534
TEST_00156,0.3784964399176641
TEST_00157,0.3585558182410932
TEST_00158,0.5481322993924942
TEST_00159,0.40914693304860067
TEST_00160,0.5002119851604235
TEST_00161,0.611051984365805
TEST_00162,0.3770572020222157
TEST_00163,0.002620972890595002
TEST_00164,0.6432384498798462
TEST_00165,0.5899840538059798
TEST_00166,0.4242440719426917
TEST_00167,0.22629973013572852
TEST_00168,0.47477155212156447
TEST_00169,0.32037633770552026
TEST_00170,0.32583989131199775
TEST_00171,0.2876615311614335
TEST_00172,0.27804558519352146
TEST_00173,0.33978927752833804
TEST_00174,0.17001951849432867
TEST_00175,0.3047391611186612
TEST_00176,0.4482369041271342
TEST_00177,0.2924991250644623
TEST_00178,0.4075409437607414
TEST_00179,0.36881326969300265
TEST_00180,0.40328411517094453
TEST_00181,0.5924820160394411
TEST_00182,0.2035289249794064
TEST_00183,0.48668165606173036
TEST_00184,0.18657959560209783
TEST_00185,0.2593445858090666
TEST_00186,0.36448028528028975
TEST_00187,0.3107223032585673
TEST_00188,0.4207342561216837
TEST_00189,0.3356865388321315
TEST_00190,0.43106888463126486
TEST_00191,0.2631040717936589
TEST_00192,0.37833942387221997
TEST_00193,0.06521860640220967
TEST_00194,0.6681400155166339
TEST_00195,0.4143497692593635
TEST_00196,0.44021294026651947
TEST_00197,0.3247347479180723
TEST_00198,0.3355953264213062
TEST_00199,0.45460447102730983
TEST_00200,0.43103596770678143
TEST_00201,0.5392850987530096
TEST_00202,0.29839838572319693
TEST_00203,0.5578314533768046
TEST_00204,0.002700162570686161
TEST_00205,0.10555440207843068
TEST_00206,0.0024090446491806796
TEST_00207,0.5138415480331626
TEST_00208,0.23349497210422362
TEST_00209,0.5715978650079391
TEST_00210,0.5226011474460536
TEST_00211,0.1814143099785634
TEST_00212,0.18325244952247483
TEST_00213,0.15855998735287744
TEST_00214,0.40849431467043285
TEST_00215,0.2582784191564741
TEST_00216,0.3590786944820971
TEST_00217,0.35009233659632716
TEST_00218,0.6130964977913295
TEST_00219,0.31177683580953397
TEST_00220,0.7189018362522998
TEST_00221,0.5071559847700635
TEST_00222,0.08364815163752473
TEST_00223,0.37049989040188686
TEST_00224,0.1938130589160112
TEST_00225,0.42539453072187977
TEST_00226,0.31031149873554226
TEST_00227,0.34747523680823655
TEST_00228,0.0017079977494976794
TEST_00229,0.4090964878700794
TEST_00230,0.3066614201968466
TEST_00231,0.46603201383966514
TEST_00232,0.28241601676064626
TEST_00233,0.33317268064374683
TEST_00234,0.4160721387618091
TEST_00235,0.47406723988959865
TEST_00236,0.39441528039560836
TEST_00237,0.0035099417155262202
TEST_00238,0.002501088208888597
TEST_00239,0.4401542868258967
TEST_00240,0.36622548151984924
TEST_00241,0.40515688717700954
TEST_00242,0.5482683611770899
TEST_00243,0.2311361364834394
TEST_00244,0.0027408545133394786
TEST_00245,0.4331858419669236
TEST_00246,0.45027686954412344
TEST_00247,0.11893902480559228
TEST_00248,0.44041057873714073
TEST_00249,0.5587167154509425
TEST_00250,0.23717890541104875
TEST_00251,0.0016460641405598893
TEST_00252,0.41428231555160305
TEST_00253,0.031586257517550245
TEST_00254,0.39646031733083814
TEST_00255,0.6398765063297922
TEST_00256,0.4058683200616141
TEST_00257,0.481835440712165
TEST_00258,0.46691533183038286
TEST_00259,0.5806966639409498
TEST_00260,0.0030866191408759603
TEST_00261,0.0023369666204174078
TEST_00262,0.005635194849654586
TEST_00263,0.60842637720431
TEST_00264,0.3283293714039162
TEST_00265,0.32483355953780124
TEST_00266,0.26845076250275274
TEST_00267,0.004321973836086363
TEST_00268,0.23246219387935982
TEST_00269,0.45584966669835747
TEST_00270,0.19883637692839895
TEST_00271,0.002749296833586709
TEST_00272,0.2838431870008311
TEST_00273,0.2513122680236867
TEST_00274,0.4055763578358199
TEST_00275,0.11665526823970182
TEST_00276,0.0017038808934463883
TEST_00277,0.29756840000702545
TEST_00278,0.39377345122640317
TEST_00279,0.5659892881095604
TEST_00280,0.002222646666791574
TEST_00281,0.16574005163436553
TEST_00282,0.008062159533578753
TEST_00283,0.004073724743230416
TEST_00284,0.49409073076912613
TEST_00285,0.5253110536750099
TEST_00286,0.07405108133955593
TEST_00287,0.5700609225032053
TEST_00288,0.002132185729100239
TEST_00289,0.44448170724541425
TEST_00290,0.2181771329689071
TEST_00291,0.29522796609201907
TEST_00292,0.46944573963184427
TEST_00293,0.0027413284841250746
TEST_00294,0.68118756698452
TEST_00295,0.33449121861720427
TEST_00296,0.05630153302059702
TEST_00297,0.0028031521215650837
TEST_00298,0.623003123622167
TEST_00299,0.38234944272321497
TEST_00300,0.22605601817766696
TEST_00301,0.5425842146763761
TEST_00302,0.32902746195361937
TEST_00303,0.4222125461074757
TEST_00304,0.6541358089740081
TEST_00305,0.4545531025362394
TEST_00306,0.2652091290086515
TEST_00307,0.582472770358637
TEST_00308,0.48225838920193786
TEST_00309,0.5545197755723142
TEST_00310,0.8110276934382051
TEST_00311,0.6507558484180538
TEST_00312,0.1572013311202243
TEST_00313,0.26868900480537794
TEST_00314,0.5170484582993701
TEST_00315,0.6605316644834947
TEST_00316,0.0849852880429889
TEST_00317,0.14131998263471476
TEST_00318,0.0017572463731659023
TEST_00319,0.003148250515217802
TEST_00320,0.5549996252061684
TEST_00321,0.27883126359414534
TEST_00322,0.4705052795368345
TEST_00323,0.2984215802950313
TEST_00324,0.3707964633822056
TEST_00325,0.0021761955104470294
TEST_00326,0.4668744053095073
TEST_00327,0.3338844424219356
TEST_00328,0.1793017323513291
TEST_00329,0.40954808604549
TEST_00330,0.4736007600964955
TEST_00331,0.0018452398245622026
TEST_00332,0.40772455983200706
TEST_00333,0.4457046026207671
TEST_00334,0.5119136003635991
TEST_00335,0.3301691317112587
TEST_00336,0.003194905131312
TEST_00337,0.1807180403399078
TEST_00338,0.2589818195823645
TEST_00339,0.40170701864111696
TEST_00340,0.4064689991281473
TEST_00341,0.3217662515772441
TEST_00342,0.1999225316021379
TEST_00343,0.054550758056295084
TEST_00344,0.22436569706701753
TEST_00345,0.05988104880104148
TEST_00346,0.2965057608256294
TEST_00347,0.3382260525177121
TEST_00348,0.4709386340178211
TEST_00349,0.381206306475648
TEST_00350,0.2948153806024743
TEST_00351,0.39698287185628495
TEST_00352,0.010859555232552479
TEST_00353,0.0029567108724177986
TEST_00354,0.23416199693071613
TEST_00355,0.46287575575252105
TEST_00356,0.23830890656845372
TEST_00357,0.0019445688596044983
TEST_00358,0.004667976001710699
TEST_00359,0.5681307618181074
TEST_00360,0.4104257432099116
TEST_00361,0.38931133586568173
TEST_00362,0.38268067245012005
TEST_00363,0.0023966984832803615
TEST_00364,0.38972722117336284
TEST_00365,0.2730352155882559
TEST_00366,0.38903001195127174
TEST_00367,0.17092767757681576
TEST_00368,0.4168610095915332
TEST_00369,0.07794086021381556
TEST_00370,0.003992213846017211
TEST_00371,0.14331456963819772
TEST_00372,0.3545834948566089
TEST_00373,0.49664152714062315
TEST_00374,0.3682557997517484
TEST_00375,0.002953131062600976
TEST_00376,0.0026788733190944653
TEST_00377,0.33423654387017643
TEST_00378,0.3627162560926166
TEST_00379,0.23636268279123876
TEST_00380,0.0029523297744849623
TEST_00381,0.45767827062295247
TEST_00382,0.5603606811912878
TEST_00383,0.11887052918520441
TEST_00384,0.4061370172541019
TEST_00385,0.3144986698962729
TEST_00386,0.536203047980377
TEST_00387,0.27085938873043136
TEST_00388,0.5440977755190768
TEST_00389,0.542406608639039
TEST_00390,0.5285641626009578
TEST_00391,0.5794371731230289
TEST_00392,0.3772681828447641
TEST_00393,0.32779902434183233
TEST_00394,0.13557034398132436
TEST_00395,0.552759132902776
TEST_00396,0.42703633090429327
TEST_00397,0.0028621034257134853
TEST_00398,0.2100438682036524
TEST_00399,0.002246615506648024
TEST_00400,0.38426609559009606
TEST_00401,0.0012175110261152856
TEST_00402,0.1347248992485607
TEST_00403,0.033844218607494564
TEST_00404,0.5175516070335962
TEST_00405,0.5958837088252338
TEST_00406,0.12544881464661806
TEST_00407,0.3591450705266284
TEST_00408,0.31951077182917775
TEST_00409,0.12080442921981449
TEST_00410,0.05967650310595668
TEST_00411,0.20446535805551683
TEST_00412,0.1755651679046864
TEST_00413,0.5068201526972587
TEST_00414,0.4890536072959883
TEST_00415,0.33910040080230913
TEST_00416,0.4146131328716979
TEST_00417,0.5415617330109329
TEST_00418,0.6009672637072881
TEST_00419,0.14437831060571144
TEST_00420,0.16972126887254185
TEST_00421,0.46994044939395524
TEST_00422,0.5856900013947494
TEST_00423,0.00220073924222784
TEST_00424,0.22407531276675602
TEST_00425,0.20771525966328552
TEST_00426,0.3318068315484043
TEST_00427,0.43102081786665897
TEST_00428,0.3208048171534806
TEST_00429,0.2527703172827119
TEST_00430,0.4744533100561746
TEST_00431,0.45812420448750263
TEST_00432,0.23734216902831784
TEST_00433,0.008629651288939931
TEST_00434,0.4838721213626232
TEST_00435,0.3531798786791156
TEST_00436,0.0021839723617807
TEST_00437,0.19491388278730834
TEST_00438,0.0030115428615862644
TEST_00439,0.003944746141295886
TEST_00440,0.4478203334988531
TEST_00441,0.626353213624779
TEST_00442,0.43260207474337375
TEST_00443,0.4020125441293336
TEST_00444,0.0017890675999813668
TEST_00445,0.3630490550055687
TEST_00446,0.16238739168409924
TEST_00447,0.49418286983649107
TEST_00448,0.4530933968746474
TEST_00449,0.00386406383033311
TEST_00450,0.49309787209983375
TEST_00451,0.0012333541440376244
TEST_00452,0.3894345830601796
TEST_00453,0.5951032561278568
TEST_00454,0.3155835054698674
TEST_00455,0.30514108741934887
TEST_00456,0.003780157280349654
TEST_00457,0.3721499977201792
TEST_00458,0.13658964606721882
TEST_00459,0.4212420975042961
TEST_00460,0.005821752810458385
TEST_00461,0.4801488563375783
TEST_00462,0.3914403822163622
TEST_00463,0.19512383841195485
TEST_00464,0.44078558249009614
TEST_00465,0.330606536804855
TEST_00466,0.29136191863262534
TEST_00467,0.38053740416304327
TEST_00468,0.6275138119451275
TEST_00469,0.0032920262485522144
TEST_00470,0.33782903431735184
TEST_00471,0.59061754782143
TEST_00472,0.5577149020087776
TEST_00473,0.34215199596678025
TEST_00474,0.6130701842888486
TEST_00475,0.48871858806928
TEST_00476,0.00242545828200074
TEST_00477,0.43553916498389905
TEST_00478,0.36635855638061704
TEST_00479,0.3101442578136055
TEST_00480,0.46697687582800446
TEST_00481,0.20578722616148604
TEST_00482,0.4452953580034703
TEST_00483,0.4991337577640874
TEST_00484,0.20734614154533673
TEST_00485,0.37336752335337353
TEST_00486,0.2894975815772671
TEST_00487,0.55622135604213
TEST_00488,0.3065952221559515
TEST_00489,0.3728761759971263
TEST_00490,0.42751738879030105
TEST_00491,0.4686030370627165
TEST_00492,0.2449995375326899
TEST_00493,0.2331316019641952
TEST_00494,0.0025682954295012943
TEST_00495,0.6293712202673819
TEST_00496,0.30265383880605706
TEST_00497,0.4781124245904731
TEST_00498,0.3000651713771311
TEST_00499,0.621727739925151
TEST_00500,0.002974215693032077
TEST_00501,0.0032840202616871736
TEST_00502,0.07965831588727294
TEST_00503,0.4572692817230657
TEST_00504,0.0030542556861160503
TEST_00505,0.565266350388894
TEST_00506,0.0021714317681669373
TEST_00507,0.2838017118120621
TEST_00508,0.5639736600485576
TEST_00509,0.3032743648274667
TEST_00510,0.5084132642211978
TEST_00511,0.04503308492953327
TEST_00512,0.06262931775762653
TEST_00513,0.04767970412855939
TEST_00514,0.621859973207514
TEST_00515,0.38608898703857486
TEST_00516,0.5448809330303248
TEST_00517,0.3337483472072114
TEST_00518,0.2636598025751078
TEST_00519,0.35652308753136414
TEST_00520,0.003782769837121628
TEST_00521,0.20290706829036445
TEST_00522,0.0027464721847060463
TEST_00523,0.38654632221972507
TEST_00524,0.40285295393980824
TEST_00525,0.11936533763454064
TEST_00526,0.3134201913602724
TEST_00527,0.004039536831349494
TEST_00528,0.2704415494123981
TEST_00529,0.37988916892172
TEST_00530,0.40132815179193226
TEST_00531,0.38813282154267786
TEST_00532,0.5955626343281325
TEST_00533,0.002447973437778997
TEST_00534,0.26575810477424133
TEST_00535,0.2048173749420162
TEST_00536,0.5454027902646759
TEST_00537,0.002503713688452348
TEST_00538,0.0032090365527901094
TEST_00539,0.06727921019579255
TEST_00540,0.5090079863918403
TEST_00541,0.48791694428491433
TEST_00542,0.003130796768815964
TEST_00543,0.384790007759587
TEST_00544,0.46062832772286494
TEST_00545,0.4553157813234566
TEST_00546,0.4227788690139247
TEST_00547,0.001703154283141606
TEST_00548,0.6307899974129708
TEST_00549,0.24374137004470642
TEST_00550,0.3646400878998787
TEST_00551,0.49490609561404036
TEST_00552,0.48554616794464267
TEST_00553,0.20114203339426617
TEST_00554,0.25997337041138996
TEST_00555,0.29110629981187197
TEST_00556,0.3312014081624307
TEST_00557,0.42220025677604006
TEST_00558,0.5399651241321567
TEST_00559,0.010879315209509998
TEST_00560,0.28744946903945207
TEST_00561,0.08185750590792265
TEST_00562,0.5452376477711612
TEST_00563,0.009801269811627288
TEST_00564,0.36814618831420065
TEST_00565,0.2500722171347782
TEST_00566,0.27457387746897755
TEST_00567,0.3641130327730467
TEST_00568,0.2817845651589198
TEST_00569,0.22165393143646622
TEST_00570,0.20243102856453876
TEST_00571,0.2934187398882201
TEST_00572,0.0010166336882022754
TEST_00573,0.005073763755348446
TEST_00574,0.43818721176824826
TEST_00575,0.09464393715822995
TEST_00576,0.24213050850415388
TEST_00577,0.6161143298187951
TEST_00578,0.33850282098464207
TEST_00579,0.49592876592416435
TEST_00580,0.001528514938487823
TEST_00581,0.47876616410254386
TEST_00582,0.1902663995415734
TEST_00583,0.4539158804969645
TEST_00584,0.29384413514776814
TEST_00585,0.30673986611116655
TEST_00586,0.11247867361720167
TEST_00587,0.34727315318179625
TEST_00588,0.44530968508140756
TEST_00589,0.0010867727770610272
TEST_00590,0.2651070172259128
TEST_00591,0.2507767150066415
TEST_00592,0.3004706838932886
TEST_00593,0.3249016718856047
TEST_00594,0.0020209839053807912
TEST_00595,0.2807170170049175
TEST_00596,0.44902604773664906
TEST_00597,0.4057180148995422
TEST_00598,0.2988786023250683
TEST_00599,0.28312459092596653
TEST_00600,0.10864711592123469
TEST_00601,0.3563620170374749
TEST_00602,0.33505789513155626
TEST_00603,0.6709958929734351
TEST_00604,0.2745629570656914
TEST_00605,0.5150467864664381
TEST_00606,0.05841659197614305
TEST_00607,0.3229171026255803
TEST_00608,0.40813681299574606
TEST_00609,0.6481595018547397
TEST_00610,0.003103758255721743
TEST_00611,0.4763750118909739
TEST_00612,0.3395974479750495
TEST_00613,0.4204973207288313
TEST_00614,0.3935094026466561
TEST_00615,0.5422260054967939
TEST_00616,0.3691312190379569
TEST_00617,0.35354241946651876
TEST_00618,0.14020899122638106
TEST_00619,0.19018641520162452
TEST_00620,0.25692270200004663
TEST_00621,0.22123066153426355
TEST_00622,0.5279596776807723
TEST_00623,0.6148080065536167
TEST_00624,0.43290305463310785
TEST_00625,0.5162896647651166
TEST_00626,0.2994903065917442
TEST_00627,0.28594722205676093
TEST_00628,0.5791243190691611
TEST_00629,0.1551445042592031
TEST_00630,0.3057142978253826
TEST_00631,0.1688362280486498
TEST_00632,0.5330253406348997
TEST_00633,0.4593331187007899
TEST_00634,0.5172687086177378
TEST_00635,0.5674762964856714
TEST_00636,0.24930033367441864
TEST_00637,0.44893424841362
TEST_00638,0.009903231646663522
TEST_00639,0.49952438456278847
TEST_00640,0.0024009770449122435
TEST_00641,0.002164597907140919
TEST_00642,0.6455804761662085
TEST_00643,0.4940047906962468
TEST_00644,0.34153114999466466
TEST_00645,0.1420335883976426
TEST_00646,0.001920703302895249
TEST_00647,0.08224285664825452
TEST_00648,0.5155221515673514
TEST_00649,0.4617274329505083
TEST_00650,0.1049335617265407
TEST_00651,0.41113503676048374
TEST_00652,0.5477326373423337
TEST_00653,0.28587158962089554
TEST_00654,0.0014559690409361998
TEST_00655,0.6022797236539236
TEST_00656,0.36748194368330117
TEST_00657,0.0021321263040645216
TEST_00658,0.2089953781033577
TEST_00659,0.23920312249781073
TEST_00660,0.0015270425797937698
TEST_00661,0.5960463335272904
TEST_00662,0.1863489469144838
TEST_00663,0.003907498076125549
TEST_00664,0.48824724424936644
TEST_00665,0.0016115889478820165
TEST_00666,0.22589234269875247
TEST_00667,0.0015348497217295915
TEST_00668,0.34358694605693707
TEST_00669,0.4512691140898916
TEST_00670,0.15377211615057124
TEST_00671,0.34318086955557914
TEST_00672,0.4788903914837156
TEST_00673,0.002771790799763741
TEST_00674,0.44584946349583715
TEST_00675,0.18805728535775817
TEST_00676,0.4184541888265854
TEST_00677,0.18270963365195628
TEST_00678,0.24608949409154032
TEST_00679,0.5240528013535456
TEST_00680,0.3104369602339013
TEST_00681,0.0016370663265651553
TEST_00682,0.002757597837776159
TEST_00683,0.1250847104667026
TEST_00684,0.45069907928656194
TEST_00685,0.31384771991068294
TEST_00686,0.6799225435563859
TEST_00687,0.062394869871180966
TEST_00688,0.3489275214343667
TEST_00689,0.43432242062707743
TEST_00690,0.3773608869650562
TEST_00691,0.5046188503611112
TEST_00692,0.04229098180864729
TEST_00693,0.2647716571892787
TEST_00694,0.11250923448721784
TEST_00695,0.49623637378292973
TEST_00696,0.07608308645394331
TEST_00697,0.3285020683506117
TEST_00698,0.5257403944317776
TEST_00699,0.0016604559981846117
TEST_00700,0.3435272789193482
