ID,probability
TEST_00000,0.0014130243100225926
TEST_00001,0.002670291380491108
TEST_00002,0.15356299877166749
TEST_00003,0.1238822691142559
TEST_00004,0.5306398570537567
TEST_00005,0.1405370831489563
TEST_00006,0.46586419343948365
TEST_00007,0.3586393818259239
TEST_00008,0.2729254946112633
TEST_00009,0.0009337942843558268
TEST_00010,0.049246288463473314
TEST_00011,0.4689228281378746
TEST_00012,0.3797127217054367
TEST_00013,0.34881623834371567
TEST_00014,0.2995785936713219
TEST_00015,0.0008774594170972705
TEST_00016,0.23405120968818666
TEST_00017,0.3930346190929413
TEST_00018,0.22637975066900257
TEST_00019,0.5434473246335983
TEST_00020,0.25127571150660516
TEST_00021,0.4016378223896027
TEST_00022,0.26267707347869873
TEST_00023,0.2073059916496277
TEST_00024,0.3898286759853363
TEST_00025,0.0011624000384472311
TEST_00026,0.14570500403642656
TEST_00027,0.484187525510788
TEST_00028,0.13946471363306046
TEST_00029,0.19412078335881233
TEST_00030,0.44246031492948534
TEST_00031,0.2027275487780571
TEST_00032,0.1617615431547165
TEST_00033,0.21226759403944018
TEST_00034,0.4053717479109764
TEST_00035,0.0015486335614696145
TEST_00036,0.11640695445239545
TEST_00037,0.3208701506257058
TEST_00038,0.1583804100751877
TEST_00039,0.0019449431623797862
TEST_00040,0.179558876901865
TEST_00041,0.170515900850296
TEST_00042,0.33296061158180235
TEST_00043,0.28792278766632085
TEST_00044,0.29378915131092076
TEST_00045,0.51660957634449
TEST_00046,0.5129756420850754
TEST_00047,0.2239673174917698
TEST_00048,0.13743341639637946
TEST_00049,0.38518791943788533
TEST_00050,0.2840094923973083
TEST_00051,0.20015710666775705
TEST_00052,0.11655309014022351
TEST_00053,0.5503411918878556
TEST_00054,0.0012432770497980527
TEST_00055,0.40490314811468125
TEST_00056,0.27982004731893545
TEST_00057,0.24817967265844346
TEST_00058,0.4823498755693436
TEST_00059,0.24679562225937843
TEST_00060,0.007464770949445665
TEST_00061,0.19140883833169936
TEST_00062,0.3446083381772042
TEST_00063,0.32333540022373203
TEST_00064,0.16912571638822554
TEST_00065,0.0039118092390708625
TEST_00066,0.28424571156501766
TEST_00067,0.2292196236550808
TEST_00068,0.28665286004543306
TEST_00069,0.4693459063768387
TEST_00070,0.36499785035848614
TEST_00071,0.3257834702730179
TEST_00072,0.2263978309929371
TEST_00073,0.3243997409939766
TEST_00074,0.18685747832059862
TEST_00075,0.2062467619776726
TEST_00076,0.017781316954642537
TEST_00077,0.00310874943388626
TEST_00078,0.11847580969333649
TEST_00079,0.18470571711659434
TEST_00080,0.290711972117424
TEST_00081,0.000972511450527236
TEST_00082,0.22806304767727853
TEST_00083,0.14119194746017455
TEST_00084,0.4380650416016578
TEST_00085,0.3919201031327248
TEST_00086,0.0013985019526444376
TEST_00087,0.40125190615653994
TEST_00088,0.11013672053813935
TEST_00089,0.38665972650051117
TEST_00090,0.2550767846405506
TEST_00091,0.10091147087514402
TEST_00092,0.43469602018594744
TEST_00093,0.5391798436641693
TEST_00094,0.0007106413962901571
TEST_00095,0.0011456519860075787
TEST_00096,0.47702247500419614
TEST_00097,0.12507704123854638
TEST_00098,0.40736488997936254
TEST_00099,0.24588705077767373
TEST_00100,0.15920976921916005
TEST_00101,0.14952961578965188
TEST_00102,0.387643800675869
TEST_00103,0.2469998873770237
TEST_00104,0.39643122255802155
TEST_00105,0.49146131128072734
TEST_00106,0.21674174815416336
TEST_00107,0.0012622356473002583
TEST_00108,0.36626839935779576
TEST_00109,0.0013417172944173218
TEST_00110,0.3891057819128036
TEST_00111,0.38205889612436295
TEST_00112,0.017072785180062056
TEST_00113,0.36645684540271767
TEST_00114,0.267826634645462
TEST_00115,0.3665214151144027
TEST_00116,0.003700776875484735
TEST_00117,0.47105647176504134
TEST_00118,0.3708815127611161
TEST_00119,0.15356112122535706
TEST_00120,0.0008466644139843992
TEST_00121,0.0012573501968290656
TEST_00122,0.3046104446053506
TEST_00123,0.48693565577268605
TEST_00124,0.40810437202453614
TEST_00125,0.27831226736307146
TEST_00126,0.002957005135249347
TEST_00127,0.046181416139006615
TEST_00128,0.26404031813144685
TEST_00129,0.40898467451334003
TEST_00130,0.26419419497251506
TEST_00131,0.4138575911521912
TEST_00132,0.0013976211979752405
TEST_00133,0.28245125412940975
TEST_00134,0.4048601940274239
TEST_00135,0.001497321407077834
TEST_00136,0.19039329439401625
TEST_00137,0.2012930288910866
TEST_00138,0.08710703998804092
TEST_00139,0.259320493042469
TEST_00140,0.018797093909233807
TEST_00141,0.001816731767030433
TEST_00142,0.3182652160525322
TEST_00143,0.0015842537803109737
TEST_00144,0.1478169783949852
TEST_00145,0.4873113572597504
TEST_00146,0.1683608815073967
TEST_00147,0.2216670423746109
TEST_00148,0.25838605016469957
TEST_00149,0.38371566385030753
TEST_00150,0.0017804442788474262
TEST_00151,0.0008793143635557499
TEST_00152,0.4601990431547165
TEST_00153,0.302333402633667
TEST_00154,0.027276677638292314
TEST_00155,0.23813742324709894
TEST_00156,0.33834610134363174
TEST_00157,0.348713681101799
TEST_00158,0.3975154921412468
TEST_00159,0.34436669796705244
TEST_00160,0.43752387464046477
TEST_00161,0.5051813125610352
TEST_00162,0.3377757310867309
TEST_00163,0.0022142235888168212
TEST_00164,0.5162324488162995
TEST_00165,0.20604514330625534
TEST_00166,0.34449771195650103
TEST_00167,0.24569464921951295
TEST_00168,0.38774297684431075
TEST_00169,0.2507521353662014
TEST_00170,0.19574264585971832
TEST_00171,0.18252880200743676
TEST_00172,0.27616795897483826
TEST_00173,0.2404490187764168
TEST_00174,0.1609748333692551
TEST_00175,0.2817286849021912
TEST_00176,0.36543329507112504
TEST_00177,0.22822468504309654
TEST_00178,0.3882356971502304
TEST_00179,0.32575327903032303
TEST_00180,0.37663982510566707
TEST_00181,0.3762157008051873
TEST_00182,0.16346841678023336
TEST_00183,0.48539949208498
TEST_00184,0.14376671388745307
TEST_00185,0.23141280934214592
TEST_00186,0.2764698460698128
TEST_00187,0.2521947517991066
TEST_00188,0.3369588539004326
TEST_00189,0.2776828572154046
TEST_00190,0.5020377606153488
